Entry,localization,evidence_code
P19784,Nucleus,ECO:0000250
P19793,Nucleus,ECO:0000269
P19793,Cytoplasm,ECO:0000269
P19793,Nucleus,ECO:0000255
P19793,Mitochondrion,ECO:0000269
P19801,Extracellular space,None
P19823,Secreted,None
P19827,Secreted,None
P19835,Secreted,ECO:0000269
P19838,Cytoplasm,None
P19838,Nucleus,None
P19875,Secreted,None
P19876,Secreted,None
P19878,Cytoplasm,None
P19883,Secreted,None
P19957,Secreted,None
P20020,Synapse,ECO:0000250
P20020,Basolateral cell membrane,ECO:0000250
P20020,Presynaptic cell membrane,ECO:0000250
P20020,Cell membrane,ECO:0000269
P20020,Synaptic vesicle membrane,ECO:0000250
P20023,Cell membrane,ECO:0000269
P20036,trans-Golgi network membrane,None
P20036,Cell membrane,None
P20036,Endoplasmic reticulum membrane,None
P20036,Lysosome membrane,None
P20036,Endosome membrane,None
P20061,Secreted,None
P20062,Secreted,ECO:0000269
P20132,Cytoplasm,None
P20138,Peroxisome,ECO:0000269
P20138,Cell membrane,ECO:0000269
P20142,Secreted,None
P20155,Acrosome,ECO:0000269
P20155,Secreted,ECO:0000305
P20160,Cytoplasmic granule membrane,ECO:0000269
P20226,Nucleus,ECO:0000269
P20231,Secreted,None
P20248,Nucleus,ECO:0000269
P20248,Cytoplasm,ECO:0000269
P20264,Nucleus,ECO:0000269
P20265,Nucleus,None
P20273,Cell membrane,None
P20290,Cytoplasm,ECO:0000269
P20290,Nucleus,ECO:0000269
P20292,Endoplasmic reticulum membrane,None
P20292,Nucleus membrane,None
P20309,Basolateral cell membrane,ECO:0000269
P20309,Endoplasmic reticulum membrane,ECO:0000269
P20309,Postsynaptic cell membrane,None
P20309,Cell membrane,ECO:0000269
P20333,Secreted,None
P20333,Cell membrane,None
P20336,Cytosol,ECO:0000250
P20336,Presynapse,ECO:0000250
P20336,Cell membrane,ECO:0000305
P20336,Lysosome,ECO:0000269
P20336,Axon,ECO:0000250
P20336,Postsynapse,ECO:0000250
P20336,Secretory vesicle,ECO:0000250
P20337,Cell membrane,ECO:0000305
P20337,Golgi apparatus,ECO:0000250
P20338,Membrane,None
P20338,Early endosome membrane,ECO:0000250
P20338,Cytoplasm,ECO:0000269
P20338,Recycling endosome membrane,ECO:0000250
P20339,Early endosome membrane,ECO:0000269
P20339,Cytoplasmic vesicle,ECO:0000269
P20339,Cytosol,ECO:0000269
P20339,Phagosome membrane,ECO:0000250
P20339,Endosome membrane,ECO:0000269
P20339,Membrane,ECO:0000269
P20339,Melanosome,ECO:0000269
P20339,Cell membrane,ECO:0000269
P20339,Ruffle,ECO:0000250
P20340,Acrosome membrane,ECO:0000250
P20340,Golgi apparatus membrane,ECO:0000269
P20366,Secreted,None
P20393,Dendrite,ECO:0000250
P20393,Cytoplasm,ECO:0000250
P20393,Nucleus,ECO:0000250
P20393,Dendritic spine,ECO:0000250
P20396,Secreted,None
P20591,Nucleus,ECO:0000269
P20591,Cytoplasm,ECO:0000269
P20591,Perinuclear region,ECO:0000269
P20591,Endoplasmic reticulum membrane,ECO:0000269
P20592,Cytoplasm,ECO:0000269
P20592,Nuclear pore complex,ECO:0000269
P20592,Nucleus,ECO:0000269
P20594,Cell membrane,ECO:0000269
P20618,Cytoplasm,ECO:0000269
P20618,Nucleus,ECO:0000269
P20645,Lysosome membrane,None
P20648,Apical cell membrane,ECO:0000269
P20671,Nucleus,None
P20671,Chromosome,None
P20674,Mitochondrion inner membrane,ECO:0000269
P20700,Nucleus lamina,ECO:0000269
P20701,Cell membrane,ECO:0000269
P20702,Membrane,None
P20718,Cytolytic granule,ECO:0000269
P20719,Nucleus,None
P20742,Secreted,None
P20749,Perinuclear region,ECO:0000250
P20749,Cytoplasm,ECO:0000250
P20749,Nucleus,None
P20774,Extracellular matrix,ECO:0000250
P20783,Secreted,None
P20794,Photoreceptor outer segment,ECO:0000250
P20794,Spindle,None
P20794,Centrosome,None
P20794,Photoreceptor inner segment,None
P20794,Nucleus,None
P20794,Midbody,None
P20800,Secreted,None
P20807,Nucleolus,ECO:0000269
P20807,Cytoplasm,None
P20809,Secreted,ECO:0000269
P20813,Endoplasmic reticulum membrane,None
P20813,Microsome membrane,None
P20815,Endoplasmic reticulum membrane,None
P20815,Microsome membrane,None
P20823,Nucleus,ECO:0000269
P20823,Nucleus,ECO:0000255
P20827,Secreted,ECO:0000269
P20827,Cell membrane,ECO:0000269
P20839,Nucleus,ECO:0000269
P20839,Cytoplasm,ECO:0000269
P20839,Cytoplasm,ECO:0000255
P20839,Nucleus,ECO:0000255
P20848,Endoplasmic reticulum,ECO:0000269
P20849,Extracellular matrix,ECO:0000250
P20851,Secreted,None
P20853,Endoplasmic reticulum membrane,None
P20853,Microsome membrane,None
P20908,Extracellular matrix,ECO:0000255
P20916,Membrane raft,ECO:0000250
P20916,Cell membrane,ECO:0000269
P20929,Cytoskeleton,None
P20929,Sarcomere,None
P20930,Cytoplasmic granule,ECO:0000269
P20933,Lysosome,None
P20936,Cytoplasm,ECO:0000269
P20941,Nucleus,ECO:0000269
P20941,Photoreceptor inner segment,ECO:0000250
P20941,Cytosol,ECO:0000269
P20941,Photoreceptor outer segment,ECO:0000250
P20963,Cell membrane,ECO:0000250
P21127,Nucleus,None
P21127,Cytoplasm,None
P21128,Secreted,ECO:0000305
P21145,Membrane,None
P21217,Golgi stack membrane,None
P21246,Secreted,ECO:0000269
P21266,Cytoplasm,None
P21281,Melanosome,ECO:0000269
P21281,Cytoplasm,ECO:0000250
P21281,Apical cell membrane,ECO:0000269
P21281,Clathrin-coated vesicle membrane,ECO:0000250
P21281,Synaptic vesicle membrane,ECO:0000250
P21283,Clathrin-coated vesicle membrane,ECO:0000250
P21283,Synaptic vesicle membrane,ECO:0000250
P21291,Nucleus,ECO:0000269
P21333,Cell cortex,ECO:0000269
P21333,Growth cone,ECO:0000250
P21333,Perikaryon,ECO:0000250
P21333,Cytoskeleton,ECO:0000250
P21359,Nucleus,ECO:0000269
P21359,Cell membrane,ECO:0000269
P21359,Nucleolus,ECO:0000269
P21397,Mitochondrion outer membrane,ECO:0000250
P21399,Cytosol,ECO:0000269
P21439,Cytoplasm,ECO:0000269
P21439,Membrane raft,ECO:0000269
P21439,Apical cell membrane,ECO:0000269
P21439,Clathrin-coated vesicle,ECO:0000250
P21439,Cell membrane,ECO:0000269
P21452,Cell membrane,None
P21453,Membrane raft,None
P21453,Endosome,None
P21453,Cell membrane,ECO:0000269
P21462,Cell membrane,ECO:0000305
P21462,Cell membrane,ECO:0000269
P21549,Peroxisome,ECO:0000269
P21554,Presynapse,ECO:0000250
P21554,Axon,ECO:0000250
P21554,Membrane raft,ECO:0000269
P21554,Mitochondrion outer membrane,ECO:0000250
P21554,Cell membrane,ECO:0000269
P21579,Chromaffin granule membrane,ECO:0000250
P21579,Secretory vesicle membrane,ECO:0000250
P21579,Cytoplasm,ECO:0000250
P21579,Synaptic vesicle membrane,ECO:0000250
P21580,Nucleus,None
P21580,Cytoplasm,None
P21580,Lysosome,None
P21583,Cell membrane,None
P21583,Filopodium,ECO:0000269
P21583,Cytoplasm,ECO:0000269
P21583,Secreted,None
P21583,Cell membrane,ECO:0000269
P21583,Cytoskeleton,ECO:0000250
P21583,Lamellipodium,ECO:0000269
P21589,Cell membrane,ECO:0000269
P21673,Cytosol,ECO:0000305
P21675,Nucleus,ECO:0000269
P21695,Cytoplasm,ECO:0000269
P21709,Cell membrane,ECO:0000269
P21728,Dendrite,ECO:0000250
P21728,Cell membrane,ECO:0000250
P21728,Endoplasmic reticulum membrane,ECO:0000250
P21728,Dendritic spine,ECO:0000250
P21730,Cytoplasmic vesicle,ECO:0000269
P21730,Cell membrane,ECO:0000269
P21731,Cell membrane,None
P21741,Secreted,None
P21754,Cell membrane,ECO:0000250
P21754,Zona pellucida,ECO:0000269
P21757,Membrane,None
P21781,Secreted,None
P21796,Mitochondrion outer membrane,ECO:0000269
P21796,Membrane raft,ECO:0000269
P21796,Cell membrane,ECO:0000269
P21802,Cytoplasmic vesicle,None
P21802,Cell membrane,None
P21802,Secreted,None
P21802,Golgi apparatus,None
P21810,Extracellular matrix,ECO:0000250
P21815,Secreted,None
P21817,Sarcoplasmic reticulum,ECO:0000250
P21817,Sarcoplasmic reticulum membrane,ECO:0000269
P21854,Membrane,None
P21860,Secreted,None
P21860,Cell membrane,ECO:0000269
P21912,Mitochondrion inner membrane,None
P21917,Cell membrane,ECO:0000269
P21918,Cell membrane,None
P21926,Extracellular exosome,ECO:0000250
P21926,Membrane,ECO:0000269
P21926,Cell membrane,ECO:0000269
P21941,Extracellular matrix,None
P21953,Mitochondrion matrix,None
P21964,Cytoplasm,ECO:0000269
P21964,Cell membrane,ECO:0000269
P21980,Extracellular matrix,ECO:0000269
P21980,Cytosol,ECO:0000269
P21980,Cell membrane,ECO:0000250
P21980,Mitochondrion,ECO:0000269
P21980,Nucleus,ECO:0000269
P21980,Chromosome,ECO:0000269
P21980,Perinuclear region,ECO:0000269
P22001,Cell membrane,ECO:0000250
P22003,Secreted,None
P22004,Secreted,ECO:0000250
P22033,Cytoplasm,ECO:0000269
P22033,Mitochondrion matrix,ECO:0000269
P22033,Mitochondrion,ECO:0000269
P22059,Endoplasmic reticulum membrane,None
P22059,Cytosol,ECO:0000269
P22059,trans-Golgi network,ECO:0000269
P22059,Golgi apparatus membrane,None
P22059,Perinuclear region,ECO:0000269
P22061,Cytosol,ECO:0000269
P22079,Secreted,ECO:0000269
P22079,Cytoplasm,ECO:0000250
P22083,Golgi stack membrane,None
P22087,Nucleolus,ECO:0000269
P22087,Nucleoplasm,ECO:0000250
P22105,Extracellular matrix,None
P22223,Cell membrane,None
P22301,Secreted,None
P22303,Secreted,ECO:0000250
P22303,Synapse,ECO:0000269
P22303,Cell membrane,ECO:0000250
P22303,Nucleus,None
P22304,Lysosome,ECO:0000269
P22307,Mitochondrion,ECO:0000250
P22307,Cytoplasm,ECO:0000269
P22307,Endoplasmic reticulum,ECO:0000250
P22307,Peroxisome,ECO:0000250
P22307,Mitochondrion,ECO:0000269
P22309,Endoplasmic reticulum membrane,ECO:0000269
P22309,Perinuclear region,ECO:0000269
P22310,Endoplasmic reticulum membrane,ECO:0000305
P22314,Nucleus,ECO:0000269
P22314,Cytoplasm,ECO:0000269
P22314,Mitochondrion,ECO:0000269
P22352,Secreted,None
P22362,Secreted,None
P22392,Cytoplasm,ECO:0000269
P22392,Ruffle,ECO:0000269
P22392,Nucleus,ECO:0000269
P22392,Lamellipodium,ECO:0000269
P22392,Perinuclear region,ECO:0000269
P22413,Basolateral cell membrane,ECO:0000269
P22413,Secreted,ECO:0000250
P22413,Cell membrane,ECO:0000269
P22415,Nucleus,None
P22455,Endoplasmic reticulum,None
P22455,Endosome,None
P22455,Cell membrane,None
P22455,Secreted,None
P22459,Axon,ECO:0000250
P22459,Cell membrane,ECO:0000269
P22460,Cell membrane,ECO:0000269
P22466,Secreted,ECO:0000269
P22492,Nucleus,ECO:0000305
P22492,Chromosome,ECO:0000305
P22528,Cytoplasm,None
P22557,Mitochondrion inner membrane,ECO:0000269
P22570,Mitochondrion inner membrane,ECO:0000250
P22607,Endoplasmic reticulum,None
P22607,Cell membrane,None
P22607,Cytoplasmic vesicle,None
P22607,Secreted,None
P22607,Cell membrane,ECO:0000250
P22626,Nucleoplasm,ECO:0000269
P22626,Cytoplasm,ECO:0000269
P22626,Cytoplasmic granule,ECO:0000269
P22626,Nucleus,ECO:0000269
P22626,Extracellular exosome,ECO:0000269
P22670,Nucleus,None
P22674,Cytoplasm,ECO:0000269
P22674,Nucleolus,ECO:0000269
P22680,Endoplasmic reticulum membrane,ECO:0000305
P22680,Microsome membrane,ECO:0000305
P22681,Cilium,ECO:0000269
P22681,Golgi apparatus,ECO:0000269
P22681,Cell membrane,None
P22681,Cytoplasm,None
P22692,Secreted,None
P22694,Cytoplasm,ECO:0000269
P22694,Nucleus,ECO:0000250
P22694,Membrane,ECO:0000305
P22694,Cell membrane,ECO:0000269
P22695,Mitochondrion inner membrane,ECO:0000250
P22732,Apical cell membrane,ECO:0000250
P22732,Sarcolemma,ECO:0000250
P22732,Cell membrane,ECO:0000269
P22735,Membrane,ECO:0000269
P22736,Nucleus,ECO:0000269
P22736,Cytoplasm,ECO:0000269
P22736,Mitochondrion,ECO:0000269
P22748,Cell membrane,ECO:0000269
P22749,Secreted,None
P22760,Endoplasmic reticulum membrane,None
P22760,Microsome membrane,None
P22792,Secreted,None
P22794,Membrane,None
P22830,Mitochondrion inner membrane,None
P22888,Cell membrane,ECO:0000269
P22891,Secreted,None
P22894,Extracellular matrix,ECO:0000305
P22894,Cytoplasmic granule,None
P22897,Cell membrane,ECO:0000269
P22897,Endosome membrane,ECO:0000269
P23025,Nucleus,ECO:0000269
P23083,Cell membrane,ECO:0000303
P23083,Secreted,ECO:0000303
P23141,Cytoplasm,ECO:0000269
P23141,Lipid droplet,ECO:0000269
P23141,Endoplasmic reticulum lumen,ECO:0000269
P23142,Extracellular matrix,None
P23193,Nucleus,None
P23219,Endoplasmic reticulum membrane,None
P23219,Microsome membrane,None
P23229,Cell membrane,ECO:0000269
P23246,Cytoplasm,ECO:0000269
P23246,Nucleus speckle,ECO:0000269
P23246,Nucleus matrix,ECO:0000269
P23258,Centrosome,ECO:0000269
P23258,Spindle,ECO:0000269
P23276,Cell membrane,None
P23280,Secreted,None
P23284,Melanosome,ECO:0000269
P23284,Virion,ECO:0000269
P23284,Endoplasmic reticulum lumen,ECO:0000269
P23297,Cytoplasm,ECO:0000269
P23297,Mitochondrion,ECO:0000250
P23297,Sarcoplasmic reticulum,ECO:0000269
P23327,Sarcoplasmic reticulum lumen,None
P23352,Secreted,ECO:0000269
P23352,Cell membrane,ECO:0000269
P23368,Mitochondrion matrix,ECO:0000269
P23378,Mitochondrion,ECO:0000269
P23381,Cytoplasm,None
P23396,Nucleolus,ECO:0000269
P23396,Spindle,ECO:0000269
P23396,Cytoplasm,ECO:0000269
P23396,Mitochondrion inner membrane,ECO:0000269
P23396,Nucleus,ECO:0000269
P23409,Nucleus,None
P23415,Synapse,ECO:0000250
P23415,Dendrite,ECO:0000250
P23415,Perikaryon,ECO:0000250
P23415,Postsynaptic cell membrane,ECO:0000250
P23415,Cell membrane,ECO:0000269
P23416,Synapse,ECO:0000250
P23416,Cell membrane,ECO:0000269
P23416,Cell projection,ECO:0000250
P23416,Postsynaptic cell membrane,ECO:0000250
P23434,Mitochondrion,ECO:0000250
P23435,Secreted,ECO:0000250
P23435,Postsynaptic cell membrane,ECO:0000250
P23443,Synaptosome,ECO:0000250
P23443,Cytoplasm,None
P23443,Mitochondrion outer membrane,None
P23443,Mitochondrion,None
P23443,Nucleus,None
P23458,Endomembrane system,None
P23467,Membrane,ECO:0000305
P23468,Membrane,None
P23469,Cell membrane,None
P23469,Cytoplasm,None
P23470,Membrane,ECO:0000305
P23471,Secreted,ECO:0000250
P23471,Cell membrane,None
P23471,Secreted,ECO:0000305
P23490,Nucleoplasm,None
P23490,Cytoplasm,None
P23497,Cytoplasm,None
P23497,PML body,ECO:0000269
P23497,Nucleus,None
P23497,Nucleus,ECO:0000269
P23508,Nucleus,ECO:0000269
P23508,Lamellipodium,None
P23508,Cytoplasm,ECO:0000269
P23508,Cell membrane,None
P23510,Membrane,None
P23511,Nucleus,None
P23515,Cell membrane,None
P23526,Cytoplasm,ECO:0000269
P23526,Melanosome,ECO:0000269
P23527,Nucleus,None
P23527,Chromosome,None
P23528,Growth cone,ECO:0000250
P23528,Lamellipodium,ECO:0000250
P23528,Cytoskeleton,ECO:0000269
P23528,Ruffle membrane,ECO:0000269
P23528,Axon,ECO:0000250
P23528,Lamellipodium membrane,ECO:0000269
P23528,Nucleus matrix,ECO:0000269
P23560,Secreted,ECO:0000269
P23582,Secreted,None
P23610,Cytoplasm,ECO:0000269
P23610,Nuclear body,ECO:0000250
P23610,Early endosome,ECO:0000269
P23610,Nucleus,ECO:0000269
P23634,Flagellum membrane,ECO:0000250
P23634,Cell membrane,ECO:0000269
P23677,Cytoskeleton,ECO:0000269
P23743,Cytosol,ECO:0000269
P23759,Nucleus,ECO:0000250
P23760,Nucleus,ECO:0000269
P23763,Cytoplasmic vesicle membrane,ECO:0000250
P23763,Synaptosome,ECO:0000250
P23763,Mitochondrion outer membrane,None
P23763,Synaptic vesicle membrane,ECO:0000250
P23769,Nucleus,None
P23771,Nucleus,None
P23786,Mitochondrion inner membrane,None
P23921,Cytoplasm,None
P23942,Photoreceptor inner segment,ECO:0000250
P23942,Membrane,ECO:0000250
P23942,Photoreceptor outer segment,ECO:0000250
P23945,Cell membrane,ECO:0000269
P23946,Secreted,None
P23946,Cytoplasmic granule,None
P23975,Cell membrane,ECO:0000269
P24001,Secreted,ECO:0000269
P24043,Basement membrane,None
P24046,Cell membrane,None
P24046,Postsynaptic cell membrane,None
P24071,Secreted,None
P24071,Cell membrane,None
P24158,Cytoplasmic granule,ECO:0000305
P24158,Secreted,ECO:0000269
P24158,Cytoplasmic granule,ECO:0000269
P24158,Membrane raft,ECO:0000269
P24158,Cell membrane,ECO:0000269
P24278,Nucleus,None
P24298,Cytoplasm,None
P24310,Mitochondrion inner membrane,ECO:0000250
P24311,Mitochondrion inner membrane,ECO:0000269
P24347,Extracellular matrix,ECO:0000305
P24385,Nucleus membrane,ECO:0000269
P24385,Nucleus,ECO:0000269
P24385,Cytoplasm,ECO:0000269
P24386,Cytosol,ECO:0000269
P24387,Secreted,None
P24390,Endoplasmic reticulum membrane,ECO:0000269
P24390,Endoplasmic reticulum-Golgi intermediate compartment membrane,ECO:0000250
P24390,Golgi apparatus membrane,ECO:0000269
P24390,COPI-coated vesicle membrane,ECO:0000269
P24394,Secreted,None
P24394,Cell membrane,None
P24462,Microsome membrane,ECO:0000305
P24462,Endoplasmic reticulum membrane,None
P24468,Nucleus,None
P24522,Nucleus,ECO:0000269
P24530,Cell membrane,ECO:0000269
P24539,Mitochondrion inner membrane,None
P24539,Mitochondrion,None
P24557,Endoplasmic reticulum membrane,ECO:0000269
P24588,Postsynaptic recycling endosome membrane,ECO:0000269
P24592,Secreted,ECO:0000305
P24593,Secreted,None
P24666,Cytoplasm,None
P24723,Cytoplasm,ECO:0000250
P24752,Mitochondrion,ECO:0000269
P24821,Extracellular matrix,None
P24844,Cytoskeleton,ECO:0000250
P24844,Cell cortex,ECO:0000250
P24855,Secreted,ECO:0000269
P24855,Nucleus envelope,None
P24855,Zymogen granule,ECO:0000305
P24863,Nucleus,ECO:0000305
P24864,Nucleus,ECO:0000269
P24903,Microsome membrane,ECO:0000269
P24903,Endoplasmic reticulum membrane,ECO:0000305
P24928,Nucleus,ECO:0000269
P24928,Cytoplasm,ECO:0000269
P24928,Chromosome,ECO:0000269
P24941,Centrosome,None
P24941,Endosome,None
P24941,Cytoplasm,None
P24941,Cajal body,None
P25021,Cell membrane,None
P25024,Cell membrane,None
P25025,Cell membrane,None
P25054,Cytoplasm,ECO:0000269
P25054,Adherens junction,ECO:0000269
P25054,Cytoskeleton,ECO:0000269
P25054,Ruffle membrane,ECO:0000269
P25054,Cell membrane,ECO:0000269
P25054,Lamellipodium,ECO:0000269
P25063,Cell membrane,None
P25067,Basement membrane,None
P25089,Cell membrane,None
P25090,Cell membrane,ECO:0000269
P25092,Endoplasmic reticulum membrane,ECO:0000269
P25092,Cell membrane,ECO:0000269
P25098,Postsynapse,ECO:0000250
P25098,Presynapse,ECO:0000250
P25098,Cell membrane,ECO:0000250
P25098,Cytoplasm,ECO:0000250
P25100,Cell membrane,None
P25101,Cell membrane,None
P25103,Cell membrane,None
P25105,Cell membrane,ECO:0000269
P25106,Recycling endosome,ECO:0000269
P25106,Early endosome,ECO:0000269
P25106,Cell membrane,ECO:0000269
P25116,Cell membrane,None
P25189,Myelin membrane,ECO:0000269
P25189,Cell membrane,ECO:0000269
P25205,Nucleus,ECO:0000305
P25205,Chromosome,ECO:0000305
P25208,Nucleus,None
P25311,Secreted,None
P25325,Mitochondrion,ECO:0000250
P25325,Synaptosome,ECO:0000250
P25325,Cytoplasm,ECO:0000250
P25391,Basement membrane,None
P25398,Cytoplasm,None
P25440,Nucleus,ECO:0000305
P25445,Secreted,None
P25445,Membrane raft,ECO:0000269
P25445,Cell membrane,ECO:0000269
P25490,Nucleus matrix,ECO:0000269
P25685,Cytoplasm,ECO:0000269
P25685,Nucleolus,ECO:0000269
P25685,Nucleus,ECO:0000269
P25686,Cytoplasm,ECO:0000269
P25686,Endoplasmic reticulum membrane,ECO:0000269
P25686,Nucleus,ECO:0000269
P25705,Mitochondrion inner membrane,ECO:0000250
P25705,Cell membrane,ECO:0000269
P25705,Mitochondrion,ECO:0000269
P25774,Lysosome,ECO:0000269
P25774,Secreted,ECO:0000269
P25774,Phagosome,ECO:0000269
P25786,Cytoplasm,ECO:0000269
P25786,Nucleus,ECO:0000269
P25787,Cytoplasm,ECO:0000269
P25787,Nucleus,ECO:0000269
P25788,Cytoplasm,ECO:0000269
P25788,Nucleus,ECO:0000269
P25789,Cytoplasm,ECO:0000269
P25789,Nucleus,ECO:0000269
P25791,Nucleus,ECO:0000305
P25800,Nucleus,ECO:0000250
P25815,Cytoplasm,None
P25815,Microvillus membrane,None
P25815,Nucleus,None
P25874,Mitochondrion inner membrane,ECO:0000250
P25929,Cell membrane,None
P25940,Extracellular matrix,ECO:0000255
P25942,Secreted,None
P25942,Cell membrane,None
P25963,Nucleus,None
P25963,Cytoplasm,None
P26006,Invadopodium membrane,ECO:0000269
P26006,Filopodium membrane,ECO:0000269
P26006,Cell membrane,ECO:0000269
P26010,Membrane,None
P26012,Cell membrane,ECO:0000269
P26022,Secreted,None
P26038,Apical cell membrane,ECO:0000250
P26038,Microvillus,ECO:0000250
P26038,Microvillus membrane,ECO:0000250
P26038,Cytoskeleton,ECO:0000250
P26038,Cell membrane,ECO:0000269
P26045,Cell membrane,None
P26045,Cytoskeleton,None
P26196,P-body,ECO:0000269
P26196,Cytoplasm,ECO:0000269
P26196,Nucleus,ECO:0000269
P26232,Cytoplasm,ECO:0000269
P26232,Cell membrane,ECO:0000250
P26232,Axon,ECO:0000250
P26232,Nucleus,ECO:0000269
P26232,Adherens junction,ECO:0000250
P26232,Cytoskeleton,ECO:0000250
P26358,Nucleus,ECO:0000269
P26367,Nucleus,ECO:0000250
P26368,Nucleus,None
P26373,Cytoplasm,ECO:0000269
P26373,Cytoplasm,ECO:0000305
P26374,Cytosol,ECO:0000269
P26378,Growth cone,ECO:0000250
P26378,Cytoplasm,ECO:0000269
P26378,Dendrite,ECO:0000250
P26378,Axon,ECO:0000250
P26378,Perikaryon,ECO:0000250
P26436,Acrosome,None
P26439,Endoplasmic reticulum membrane,ECO:0000269
P26439,Mitochondrion membrane,None
P26440,Mitochondrion matrix,ECO:0000250
P26441,Cytoplasm,None
P26447,Nucleus,ECO:0000269
P26447,Secreted,ECO:0000269
P26447,Cytoplasm,ECO:0000250
P26572,Golgi apparatus membrane,ECO:0000269
P26572,Perinuclear region,ECO:0000269
P26583,Nucleus,ECO:0000269
P26583,Cytoplasm,ECO:0000269
P26583,Secreted,ECO:0000269
P26583,Chromosome,ECO:0000269
P26599,Nucleus,None
P26639,Cytoplasm,ECO:0000250
P26651,Cytoplasmic granule,ECO:0000269
P26651,Nucleus,ECO:0000269
P26651,Cytoplasm,ECO:0000269
P26651,P-body,ECO:0000269
P26678,Endoplasmic reticulum membrane,ECO:0000269
P26678,Membrane,ECO:0000250
P26678,Sarcoplasmic reticulum membrane,ECO:0000269
P26678,Mitochondrion membrane,ECO:0000250
P26715,Cell membrane,ECO:0000269
P26717,Cell membrane,ECO:0000269
P26718,Cell membrane,ECO:0000269
P26842,Membrane,None
P26885,Endoplasmic reticulum membrane,ECO:0000305
P26927,Secreted,None
P26951,Membrane,None
P26992,Cell membrane,None
P27037,Membrane,None
P27105,Cytoskeleton,ECO:0000269
P27105,Melanosome,ECO:0000269
P27105,Membrane raft,ECO:0000269
P27105,Cytoplasmic vesicle,ECO:0000250
P27105,Cell membrane,ECO:0000269
P27144,Mitochondrion matrix,ECO:0000255
P27144,Mitochondrion matrix,ECO:0000269
P27169,Extracellular space,None
P27216,Cytoplasmic vesicle,ECO:0000250
P27216,Apical cell membrane,ECO:0000269
P27216,Cell membrane,ECO:0000269
P27338,Mitochondrion outer membrane,None
P27348,Cytoplasm,None
P27352,Secreted,None
P27361,Focal adhesion,ECO:0000250
P27361,Nucleus,None
P27361,Cytoplasm,ECO:0000250
P27361,Caveola,ECO:0000250
P27448,Cytoplasm,ECO:0000269
P27448,Dendrite,ECO:0000269
P27448,Cell membrane,ECO:0000269
P27449,Clathrin-coated vesicle membrane,ECO:0000250
P27449,Synaptic vesicle membrane,ECO:0000250
P27469,Mitochondrion,ECO:0000269
P27487,Secreted,ECO:0000269
P27487,Cell junction,ECO:0000269
P27487,Cell membrane,ECO:0000305
P27487,Invadopodium membrane,ECO:0000269
P27487,Membrane raft,ECO:0000269
P27487,Apical cell membrane,ECO:0000269
P27487,Lamellipodium membrane,ECO:0000269
P27487,Cell membrane,ECO:0000269
P27539,Secreted,None
P27540,Nucleus,ECO:0000305
P27544,Endoplasmic reticulum membrane,ECO:0000269
P27658,Basement membrane,None
P27694,Nucleus,ECO:0000269
P27694,PML body,ECO:0000269
P27695,Nucleus speckle,None
P27695,Endoplasmic reticulum,None
P27695,Nucleolus,None
P27695,Cytoplasm,None
P27695,Mitochondrion,None
P27695,Nucleus,None
P27701,Cell membrane,ECO:0000269
P27707,Nucleus,ECO:0000269
P27708,Cytoplasm,ECO:0000269
P27708,Nucleus,ECO:0000269
P27797,Cytolytic granule,ECO:0000269
P27797,Cell surface,ECO:0000269
P27797,Cytosol,ECO:0000269
P27797,Extracellular matrix,ECO:0000305
P27797,Cortical granule,ECO:0000250
P27797,Sarcoplasmic reticulum lumen,ECO:0000250
P27797,Endoplasmic reticulum lumen,ECO:0000269
P27815,Cytosol,ECO:0000269
P27815,Cytosol,None
P27815,Membrane,None
P27815,Ruffle membrane,ECO:0000269
P27815,Perinuclear region,ECO:0000269
P27816,Cytoskeleton,ECO:0000269
P27816,Microtubule organizing center,ECO:0000269
P27824,Endoplasmic reticulum membrane,ECO:0000269
P27824,Endoplasmic reticulum,ECO:0000269
P27824,Melanosome,ECO:0000269
P27918,Secreted,ECO:0000269
P27930,Cell membrane,None
P27930,Secreted,ECO:0000269
P27987,Cytoskeleton,ECO:0000269
P27987,Cytoplasm,ECO:0000269
P27987,Endoplasmic reticulum,ECO:0000269
P28039,Cytoplasmic vesicle,ECO:0000269
P28039,Secreted,ECO:0000269
P28039,Secreted,ECO:0000305
P28062,Nucleus,ECO:0000250
P28062,Cytoplasm,ECO:0000255
P28065,Nucleus,ECO:0000250
P28065,Cytoplasm,ECO:0000255
P28066,Cytoplasm,ECO:0000269
P28066,Nucleus,ECO:0000269
P28067,Late endosome membrane,None
P28067,Lysosome membrane,None
P28068,Late endosome membrane,ECO:0000269
P28068,Lysosome membrane,ECO:0000269
P28069,Nucleus,ECO:0000269
P28070,Cytoplasm,ECO:0000269
P28070,Nucleus,ECO:0000269
P28072,Cytoplasm,ECO:0000269
P28072,Nucleus,ECO:0000269
P28074,Cytoplasm,ECO:0000269
P28074,Nucleus,ECO:0000269
P28161,Cytoplasm,None
P28221,Cell membrane,ECO:0000269
P28222,Cell membrane,ECO:0000269
P28223,Presynapse,ECO:0000250
P28223,Caveola,ECO:0000250
P28223,Dendrite,ECO:0000250
P28223,Axon,ECO:0000250
P28223,Cytoplasmic vesicle,ECO:0000250
P28223,Cell membrane,ECO:0000269
P28288,Peroxisome membrane,ECO:0000269
P28289,Cytoskeleton,ECO:0000269
P28290,Cytoplasm,ECO:0000269
P28300,Secreted,ECO:0000269
