Entry,localization,evidence_code
A0A087X1C5,Cytoplasm,ECO:0000305
A0A087X1C5,Mitochondrion,ECO:0000269
A0A087X1C5,Membrane,ECO:0000305
A0A0B4J2F0,Mitochondrion outer membrane,ECO:0000269
A0A0C5B5G6,Nucleus,ECO:0000269
A0A0C5B5G6,Secreted,ECO:0000269
A0A0C5B5G6,Mitochondrion,ECO:0000269
A0A0K2S4Q6,Membrane,ECO:0000255
A0A0K2S4Q6,Secreted,ECO:0000269
A0A0U1RRE5,P-body,ECO:0000269
A0A1B0GTW7,Membrane,ECO:0000255
A0A5B9,Cell membrane,ECO:0000303
A0AV02,Membrane,ECO:0000305
A0AV96,Nucleus,ECO:0000250
A0AVF1,Cilium,ECO:0000250
A0AVI4,Endoplasmic reticulum membrane,ECO:0000269
A0AVK6,Nucleus,ECO:0000269
A0FGR8,Endoplasmic reticulum membrane,ECO:0000269
A0FGR8,Cell membrane,ECO:0000269
A0FGR9,Endoplasmic reticulum membrane,ECO:0000269
A0FGR9,Cell membrane,ECO:0000269
A0JLT2,Nucleus,ECO:0000305
A0JNW5,Early endosome,ECO:0000269
A0JNW5,Cytosol,ECO:0000269
A0M8Q6,Cell membrane,ECO:0000303
A0M8Q6,Secreted,ECO:0000303
A0MZ66,Growth cone,ECO:0000250
A0MZ66,Lamellipodium,ECO:0000250
A0MZ66,Axon,ECO:0000250
A0MZ66,Perikaryon,ECO:0000250
A0MZ66,Filopodium,ECO:0000250
A0MZ66,Cytoskeleton,ECO:0000250
A0PJK1,Cell membrane,ECO:0000269
A0PJY2,Nucleus,ECO:0000269
A0PK00,Nucleus inner membrane,ECO:0000250
A0PK11,Stereocilium membrane,ECO:0000250
A1A4S6,Perinuclear region,ECO:0000250
A1A4S6,Cell membrane,ECO:0000250
A1A4S6,Cytoplasm,ECO:0000250
A1A4Y4,Cell membrane,ECO:0000250
A1A4Y4,Phagocytic cup,ECO:0000250
A1A4Y4,Autophagosome membrane,ECO:0000250
A1A4Y4,Golgi apparatus membrane,ECO:0000250
A1A4Y4,Phagosome membrane,ECO:0000250
A1A519,Nucleus,ECO:0000269
A1A5B4,Cell membrane,ECO:0000269
A1A5C7,Membrane,ECO:0000305
A1E959,Secreted,ECO:0000250
A1E959,Cytoplasm,ECO:0000269
A1E959,Nucleus,ECO:0000269
A1KXE4,Axon,ECO:0000250
A1KXE4,Perinuclear region,ECO:0000250
A1KXE4,Cell membrane,ECO:0000250
A1KZ92,Secreted,ECO:0000269
A1KZ92,Endoplasmic reticulum,ECO:0000269
A1KZ92,Cytoplasm,None
A1KZ92,Cell membrane,ECO:0000269
A1L0T0,Endoplasmic reticulum membrane,ECO:0000269
A1L167,Nucleus,ECO:0000269
A1L190,Nucleus,ECO:0000250
A1L190,Chromosome,ECO:0000250
A1L390,Cytoskeleton,ECO:0000269
A1L3X0,Endoplasmic reticulum membrane,ECO:0000269
A1L3X0,Endoplasmic reticulum membrane,ECO:0000255
A1L4H1,Secreted,ECO:0000250
A1L4H1,Cytoplasm,ECO:0000250
A1L4K1,Sarcoplasmic reticulum,ECO:0000250
A1L4K1,Perinuclear region,ECO:0000250
A1L4K1,Nucleus,ECO:0000250
A1X283,Cytoplasm,ECO:0000250
A1X283,Podosome,ECO:0000250
A1XBS5,Centriole,ECO:0000269
A1XBS5,Cytoplasm,ECO:0000269
A1XBS5,Mitochondrion inner membrane,ECO:0000269
A1XBS5,Cilium,ECO:0000250
A1XBS5,Cilium basal body,ECO:0000269
A1XBS5,Nucleus,ECO:0000269
A1Z1Q3,Nucleus,ECO:0000269
A2A288,P-body,ECO:0000269
A2A288,Nucleus,None
A2A288,Cytoplasm,None
A2A2Y4,Membrane,ECO:0000305
A2IDD5,Centriole,None
A2IDD5,Sarcolemma,None
A2IDD5,Perinuclear region,None
A2IDD5,Sarcoplasmic reticulum,None
A2RRP1,Cytoplasm,ECO:0000269
A2RRP1,Endoplasmic reticulum,ECO:0000269
A2RRP1,Endoplasmic reticulum membrane,None
A2RTX5,Nucleus,ECO:0000250
A2RTX5,Cytoplasm,ECO:0000250
A2RU14,Cilium,ECO:0000250
A2RU14,Membrane,ECO:0000305
A2RU30,Cytoplasm,ECO:0000269
A2RU30,Endoplasmic reticulum membrane,ECO:0000269
A2RU49,Cytoplasm,ECO:0000305
A2RUB1,Nucleus,ECO:0000250
A2RUB1,Cytoplasm,ECO:0000250
A2RUB6,Photoreceptor outer segment,ECO:0000269
A2RUB6,Cilium basal body,ECO:0000269
A2RUB6,Centrosome,ECO:0000269
A2RUB6,Centriolar satellite,ECO:0000269
A2RUB6,Cilium,ECO:0000269
A2RUB6,Photoreceptor inner segment,ECO:0000269
A2RUH7,Sarcomere,ECO:0000305
A2VDJ0,Cytoplasm,ECO:0000269
A2VDJ0,Endoplasmic reticulum,ECO:0000269
A2VDJ0,Cell membrane,ECO:0000269
A2VEC9,Extracellular space,ECO:0000250
A3KMH1,Peroxisome,ECO:0000269
A3KMH1,Mitochondrion,ECO:0000269
A4D0S4,Basement membrane,None
A4D126,Cytosol,ECO:0000269
A4D1B5,trans-Golgi network,ECO:0000269
A4D1E9,Nucleolus,ECO:0000269
A4D1E9,Chromosome,ECO:0000269
A4D1P6,Early endosome membrane,ECO:0000269
A4D1P6,Late endosome membrane,ECO:0000269
A4D1T9,Acrosome,ECO:0000269
A4D1T9,Secreted,ECO:0000305
A4D256,Endoplasmic reticulum membrane,ECO:0000269
A4D2B0,Nucleus,ECO:0000269
A4D2B0,Cytosol,ECO:0000269
A4GXA9,Nucleus,ECO:0000305
A4UGR9,Cell junction,ECO:0000269
A5D8T8,Endosome,ECO:0000305
A5D8T8,Golgi apparatus,ECO:0000305
A5D8T8,Secreted,ECO:0000269
A5D8T8,Endoplasmic reticulum,ECO:0000305
A5D8V6,Late endosome membrane,ECO:0000305
A5D8V7,Centriole,ECO:0000250
A5D8V7,Cilium basal body,ECO:0000250
A5D8V7,Cilium axoneme,ECO:0000269
A5D8W1,Flagellum,ECO:0000269
A5D8W1,Cilium,ECO:0000250
A5LHX3,Nucleus,ECO:0000250
A5LHX3,Cytoplasm,ECO:0000255
A5PKW4,Cleavage furrow,ECO:0000269
A5PKW4,Ruffle membrane,ECO:0000269
A5PKW4,Cell membrane,ECO:0000269
A5PLL7,Endoplasmic reticulum membrane,ECO:0000269
A5X5Y0,Cell membrane,ECO:0000269
A5YKK6,P-body,ECO:0000269
A5YKK6,Nucleus,ECO:0000305
A6BM72,Basolateral cell membrane,ECO:0000269
A6BM72,Cell membrane,ECO:0000269
A6H8Y1,Nucleus,ECO:0000269
A6NC98,Golgi apparatus,ECO:0000269
A6NC98,Cytoplasm,ECO:0000269
A6NC98,Microtubule organizing center,ECO:0000269
A6NC98,Membrane,ECO:0000250
A6NC98,Endoplasmic reticulum,ECO:0000269
A6NCS4,Nucleus,ECO:0000305
A6ND01,Cell membrane,ECO:0000250
A6ND36,Nucleus,ECO:0000269
A6ND36,Cytosol,ECO:0000269
A6NDB9,Cell membrane,ECO:0000250
A6NDB9,Cytoplasm,ECO:0000250
A6NDE4,Nucleus,None
A6NDV4,Cytoplasm,ECO:0000269
A6NDV4,Mitochondrion,ECO:0000269
A6NDV4,Nucleus,ECO:0000269
A6NDV4,Endoplasmic reticulum,ECO:0000269
A6NDV4,Cell membrane,ECO:0000269
A6NED2,Chromosome,ECO:0000269
A6NFA1,Cell membrane,ECO:0000269
A6NFQ2,Cell membrane,ECO:0000269
A6NFX1,Cell membrane,ECO:0000269
A6NFY7,Mitochondrion matrix,ECO:0000305
A6NGG8,Photoreceptor outer segment,ECO:0000269
A6NGG8,Photoreceptor inner segment,ECO:0000250
A6NGQ2,Cytoplasm,ECO:0000269
A6NGQ2,Nucleus,ECO:0000269
A6NGU5,Membrane,ECO:0000250
A6NHL2,Cytoskeleton,ECO:0000250
A6NHR9,Chromosome,ECO:0000269
A6NI15,Nucleus,ECO:0000255
A6NI61,Golgi apparatus membrane,ECO:0000250
A6NI61,Cell membrane,ECO:0000250
A6NI73,Secreted,ECO:0000269
A6NI73,Cell membrane,ECO:0000269
A6NIH7,Cilium,ECO:0000269
A6NIX2,Adherens junction,None
A6NIX2,P-body,None
A6NIX2,Nucleus,ECO:0000250
A6NJ46,Nucleus,ECO:0000255
A6NJ78,Mitochondrion matrix,ECO:0000269
A6NK06,Mitochondrion,ECO:0000250
A6NK58,Mitochondrion,ECO:0000269
A6NK89,Centrosome,ECO:0000269
A6NK89,Spindle pole,ECO:0000269
A6NK89,Cytosol,ECO:0000269
A6NKB5,Membrane,ECO:0000305
A6NL88,Postsynaptic density membrane,ECO:0000250
A6NMY6,Melanosome,ECO:0000250
A6NMY6,Basement membrane,ECO:0000250
A6NMZ7,Extracellular matrix,ECO:0000250
A6NNB3,Cell membrane,ECO:0000269
A6NNY8,Cytosol,ECO:0000250
A6NNY8,Nucleus,ECO:0000250
A6NNZ2,Cytoskeleton,ECO:0000250
A6PVC2,Cilium axoneme,ECO:0000250
A6PVC2,Flagellum axoneme,ECO:0000250
A6PVC2,Cilium,ECO:0000250
A6PVC2,Cytoskeleton,ECO:0000250
A7E2V4,Cytosol,ECO:0000250
A7E2Y1,Membrane,ECO:0000269
A7KAX9,Endosome membrane,ECO:0000269
A7KAX9,Dendritic spine,ECO:0000250
A7KAX9,Membrane,ECO:0000269
A7KAX9,Golgi apparatus membrane,ECO:0000269
A7KAX9,Cell cortex,ECO:0000269
A7KAX9,Endoplasmic reticulum membrane,ECO:0000250
A7KAX9,Postsynaptic density,ECO:0000250
A7MD48,Nucleus,ECO:0000250
A8CG34,Nucleus membrane,ECO:0000269
A8CG34,Endoplasmic reticulum membrane,ECO:0000250
A8CG34,Nuclear pore complex,ECO:0000269
A8K0Z3,Late endosome,ECO:0000269
A8K0Z3,Early endosome membrane,ECO:0000269
A8K0Z3,Recycling endosome membrane,ECO:0000250
A8K0Z3,Autophagosome,ECO:0000250
A8K0Z3,Centriole,ECO:0000250
A8K2U0,Secreted,ECO:0000269
A8K4G0,Cell membrane,ECO:0000250
A8K7I4,Extracellular space,ECO:0000269
A8K7I4,Cell membrane,ECO:0000269
A8K830,Cytoplasm,ECO:0000269
A8K830,Nucleus,ECO:0000269
A8K8P3,Centriole,ECO:0000269
A8K8V0,Nucleus,ECO:0000305
A8MPY1,Cell membrane,ECO:0000250
A8MPY1,Postsynaptic cell membrane,ECO:0000250
A8MQ27,Cytoplasm,ECO:0000269
A8MT69,Nucleus,ECO:0000269
A8MT69,Centromere,ECO:0000269
A8MT69,Kinetochore,ECO:0000269
A8MTA8,Cilium axoneme,ECO:0000250
A8MTJ3,Cytoplasm,ECO:0000269
A8MTQ0,Nucleus,ECO:0000255
A8MTZ0,Cilium,ECO:0000269
A8MTZ0,Cytoplasm,ECO:0000269
A8MU46,Myofibril,ECO:0000269
A8MU46,Nucleus,ECO:0000250
A8MU46,I band,ECO:0000250
A8MU46,M line,ECO:0000250
A8MUP2,Mitochondrion,ECO:0000269
A8MV65,Nucleus,ECO:0000250
A8MVW5,Midbody,ECO:0000269
A8MVW5,Centrosome,ECO:0000269
A8MVW5,Golgi apparatus membrane,ECO:0000269
A8MVW5,Spindle,ECO:0000269
A8MW95,Cytoplasm,ECO:0000305
A8MW99,Chromosome,ECO:0000250
A8MXD5,Stereocilium,ECO:0000250
A8MXD5,Kinocilium,ECO:0000250
A8MXD5,Microvillus,ECO:0000250
A8MXV4,Peroxisome,ECO:0000250
A8MYU2,Cell membrane,ECO:0000250
A8MZ59,Nucleus,ECO:0000269
A8TX70,Extracellular matrix,ECO:0000250
A9UHW6,Cytoplasm,ECO:0000269
A9UHW6,Nucleus,ECO:0000269
A9YTQ3,Cytoplasm,ECO:0000269
A9YTQ3,Nucleus,ECO:0000255
A9YTQ3,Nucleus,ECO:0000269
B0I1T2,Phagocytic cup,ECO:0000250
B0I1T2,Cell membrane,ECO:0000269
B0L3A2,Cell membrane,ECO:0000269
B0YJ81,Endoplasmic reticulum membrane,ECO:0000269
B1AK53,Microvillus,ECO:0000269
B1AK53,Stereocilium,ECO:0000269
B1AK53,Cytoskeleton,ECO:0000250
B2RTY4,Membrane,ECO:0000255
B2RTY4,Synapse,ECO:0000250
B2RTY4,Growth cone,ECO:0000250
B2RTY4,Cytoplasm,ECO:0000250
B2RUY7,Secreted,ECO:0000250
B2RUY7,Synapse,ECO:0000250
B2RUZ4,Cell membrane,ECO:0000269
B2RXF5,Nucleus,ECO:0000269
B2RXF5,Nucleoplasm,ECO:0000250
B2RXF5,Cytoplasm,ECO:0000250
B2RXH2,Nucleus,ECO:0000255
B3KU38,Cytoplasm,ECO:0000269
B3KU38,Axon,ECO:0000250
B6A8C7,Cell membrane,ECO:0000269
B7U540,Cell membrane,ECO:0000269
B7ZAQ6,Golgi apparatus membrane,ECO:0000250
C4AMC7,Early endosome,ECO:0000269
C4AMC7,Recycling endosome membrane,ECO:0000250
C4AMC7,Autophagosome,ECO:0000250
C4AMC7,Filopodium,ECO:0000269
C4AMC7,Early endosome membrane,ECO:0000250
C4AMC7,Centriole,ECO:0000250
C4AMC7,Lamellipodium,ECO:0000269
C9JE40,Cytoplasm,ECO:0000269
C9JE40,Nucleus,ECO:0000250
C9JLW8,Nucleus,ECO:0000269
C9JLW8,Stress granule,ECO:0000269
C9JR72,Cytoplasm,ECO:0000269
C9JRZ8,Cytosol,ECO:0000269
C9JRZ8,Mitochondrion,ECO:0000269
D3W0D1,Cell membrane,ECO:0000269
D6RGH6,Nucleus,ECO:0000269
E0CX11,Mitochondrion inner membrane,ECO:0000269
E0CX11,Mitochondrion outer membrane,ECO:0000250
E0CX11,Mitochondrion intermembrane space,ECO:0000250
F5H094,Endoplasmic reticulum membrane,ECO:0000269
F5H094,Smooth endoplasmic reticulum membrane,ECO:0000269
F5H094,Cell membrane,ECO:0000269
G2XKQ0,Nucleus,ECO:0000269
H0YL14,Nucleus,ECO:0000269
H0YL14,Cytoplasm,ECO:0000269
H0YL14,Membrane,ECO:0000305
K7EJ46,Late endosome,None
K7EJ46,Membrane,ECO:0000305
K9M1U5,Cytoplasm,ECO:0000269
K9M1U5,Secreted,ECO:0000269
M0R2J8,Midbody,ECO:0000269
M0R2J8,Midbody ring,ECO:0000269
M0R2J8,Spindle,ECO:0000269
O00115,Lysosome,None
O00116,Peroxisome membrane,ECO:0000250
O00116,Peroxisome,ECO:0000250
O00124,Endoplasmic reticulum membrane,ECO:0000269
O00139,Spindle pole,None
O00139,Centrosome,None
O00139,Spindle,None
O00139,Cytoplasm,ECO:0000250
O00141,Cell membrane,None
O00141,Endoplasmic reticulum membrane,None
O00141,Cytoplasm,None
O00141,Mitochondrion,None
O00141,Nucleus,None
O00142,Mitochondrion,ECO:0000269
O00144,Cell membrane,ECO:0000250
O00148,Nucleus,ECO:0000269
O00148,Cytoplasm,ECO:0000269
O00151,Cytoskeleton,ECO:0000269
O00151,Cytoplasm,ECO:0000269
O00151,Z line,ECO:0000269
O00154,Cytosol,ECO:0000305
O00154,Mitochondrion,ECO:0000269
O00155,Cell membrane,None
O00159,Nucleolus,ECO:0000269
O00159,Nucleoplasm,ECO:0000269
O00159,Cell cortex,ECO:0000250
O00159,Cytoplasm,ECO:0000269
O00159,Ruffle membrane,ECO:0000269
O00159,Nucleus,ECO:0000269
O00159,Cytoplasmic vesicle,ECO:0000250
O00159,Stereocilium membrane,ECO:0000250
O00161,Cell membrane,None
O00161,Synaptosome,None
O00165,Nucleus membrane,ECO:0000269
O00165,Cytoplasm,ECO:0000269
O00165,Mitochondrion,ECO:0000269
O00165,Cell cortex,ECO:0000269
O00165,P-body,ECO:0000269
O00165,Nucleus,ECO:0000269
O00165,Cytoplasmic vesicle,ECO:0000250
O00165,Sarcoplasmic reticulum,ECO:0000250
O00165,Endoplasmic reticulum,ECO:0000269
O00165,Cell membrane,ECO:0000269
O00167,Cytoplasm,ECO:0000269
O00167,Nucleus,ECO:0000269
O00168,Apical cell membrane,ECO:0000250
O00168,Sarcolemma,ECO:0000250
O00168,T-tubule,ECO:0000250
O00168,Caveola,ECO:0000250
O00170,Cytoplasm,None
O00175,Secreted,ECO:0000269
O00180,Recycling endosome,ECO:0000269
O00180,Synaptic cell membrane,ECO:0000250
O00180,Dendrite,ECO:0000250
O00180,Perikaryon,ECO:0000250
O00180,Cytoplasmic vesicle,ECO:0000250
O00180,Apical cell membrane,ECO:0000269
O00180,Cell projection,ECO:0000250
O00180,Cell membrane,ECO:0000269
O00182,Cytoplasm,ECO:0000269
O00182,Secreted,ECO:0000269
O00182,Nucleus,ECO:0000269
O00186,Cytosol,ECO:0000269
O00186,Cell membrane,ECO:0000269
O00187,Secreted,None
O00189,Early endosome,ECO:0000269
O00189,trans-Golgi network membrane,ECO:0000269
O00192,Nucleus,ECO:0000269
O00192,Cytoplasm,ECO:0000269
O00192,Adherens junction,ECO:0000269
O00192,Adherens junction,ECO:0000305
O00194,Membrane,None
O00194,Late endosome,ECO:0000269
O00198,Membrane,None
O00198,Mitochondrion,None
O00203,Clathrin-coated vesicle membrane,ECO:0000305
O00203,Golgi apparatus,ECO:0000305
O00204,Nucleus,ECO:0000269
O00204,Cytosol,ECO:0000269
O00204,Microsome,ECO:0000269
O00206,Ruffle,ECO:0000250
O00206,Early endosome,ECO:0000269
O00206,Cell membrane,ECO:0000269
O00212,Cell membrane,ECO:0000305
O00212,Early endosome,ECO:0000269
O00213,Growth cone,ECO:0000250
O00213,Cytoplasm,ECO:0000269
O00213,Nucleus,ECO:0000269
O00213,Nucleus speckle,ECO:0000269
O00213,Cell membrane,ECO:0000269
O00214,Cytoplasmic vesicle,ECO:0000269
O00214,Cytosol,ECO:0000269
O00217,Mitochondrion inner membrane,ECO:0000305
O00219,Early endosome,ECO:0000269
O00219,trans-Golgi network membrane,ECO:0000250
O00219,Golgi apparatus membrane,ECO:0000269
O00219,Cell membrane,ECO:0000269
O00220,Membrane raft,ECO:0000269
O00220,Cytosol,ECO:0000269
O00220,Cell membrane,ECO:0000269
O00221,Cytoplasm,ECO:0000250
O00222,Cell membrane,None
O00230,Secreted,None
O00231,Cytosol,ECO:0000250
O00231,Nucleus,ECO:0000250
O00237,Endoplasmic reticulum membrane,ECO:0000269
O00238,Cell membrane,ECO:0000250
O00241,Cell membrane,ECO:0000269
O00253,Secreted,ECO:0000269
O00253,Golgi apparatus lumen,ECO:0000269
O00254,Cell membrane,None
O00255,Nucleus,ECO:0000269
O00257,Nucleus,ECO:0000269
O00257,Nucleus speckle,ECO:0000269
O00258,Endoplasmic reticulum membrane,ECO:0000269
O00264,Smooth endoplasmic reticulum membrane,ECO:0000303
O00264,Mitochondrion outer membrane,ECO:0000250
O00264,Microsome membrane,ECO:0000250
O00267,Nucleus,ECO:0000269
O00268,Nucleus,None
O00270,Cell membrane,ECO:0000269
O00273,Cytoplasm,None
O00287,Nucleus,None
O00291,Endomembrane system,None
O00291,Clathrin-coated vesicle membrane,None
O00291,Nucleus,None
O00291,Cytoplasm,None
O00292,Secreted,None
O00294,Cytoplasm,ECO:0000269
O00294,Synapse,ECO:0000250
O00294,Secreted,ECO:0000250
O00294,Cell membrane,ECO:0000269
O00299,Nucleus membrane,ECO:0000269
O00299,Cytoplasm,ECO:0000269
O00299,Cell membrane,ECO:0000305
O00299,Nucleus,ECO:0000269
O00299,Cytoplasm,ECO:0000305
O00299,Cell membrane,ECO:0000269
O00300,Secreted,None
O00303,Cytoplasm,ECO:0000255
O00308,Nucleus,ECO:0000269
O00311,Nucleus,ECO:0000305
O00322,Membrane,None
O00327,Nucleus,ECO:0000269
O00327,PML body,ECO:0000250
O00327,Cytoplasm,ECO:0000250
O00327,Nucleus,ECO:0000255
O00329,Cytoplasm,ECO:0000269
O00330,Mitochondrion matrix,None
O00337,Cell membrane,ECO:0000269
O00338,Lysosome,ECO:0000250
O00338,Cytoplasm,ECO:0000250
O00339,Secreted,None
O00341,Photoreceptor inner segment membrane,ECO:0000250
O00341,Synaptic cell membrane,ECO:0000250
O00358,Nucleus,ECO:0000269
O00391,Secreted,ECO:0000269
O00391,Golgi apparatus membrane,ECO:0000269
O00400,Endoplasmic reticulum membrane,ECO:0000305
O00401,Cytoskeleton,ECO:0000269
O00401,Nucleus,ECO:0000269
O00401,Cytoplasm,ECO:0000250
O00408,Mitochondrion,ECO:0000305
O00408,Cytoplasm,ECO:0000269
O00408,Mitochondrion inner membrane,ECO:0000269
O00408,Mitochondrion matrix,ECO:0000250
O00408,Mitochondrion outer membrane,ECO:0000269
O00408,Cell membrane,ECO:0000269
O00409,Nucleus,ECO:0000305
O00410,Nucleolus,None
O00410,Nucleus,None
O00410,Cytoplasm,None
O00411,Mitochondrion,ECO:0000269
O00421,Cell membrane,ECO:0000269
O00422,Nucleus,ECO:0000269
O00422,Cytoplasm,ECO:0000269
O00422,Nucleus speckle,ECO:0000269
O00423,Cytoskeleton,ECO:0000269
O00423,Perinuclear region,ECO:0000250
O00423,Cytoplasm,ECO:0000250
O00425,Stress granule,ECO:0000269
O00425,Cytoplasm,None
O00425,P-body,ECO:0000269
O00425,Nucleus,None
O00429,Golgi apparatus,None
O00429,Clathrin-coated pit,ECO:0000250
O00429,Endomembrane system,None
O00429,Cytosol,None
O00429,Mitochondrion outer membrane,ECO:0000269
O00429,Peroxisome,None
O00429,Synaptic vesicle membrane,ECO:0000250
O00442,Nucleoplasm,ECO:0000269
O00443,Clathrin-coated vesicle,ECO:0000269
O00443,Cytoplasm,ECO:0000269
O00443,trans-Golgi network,ECO:0000269
O00443,Nucleus,ECO:0000269
O00443,Cell membrane,ECO:0000269
O00444,Cleavage furrow,ECO:0000250
O00444,Centriole,ECO:0000269
O00444,Centrosome,ECO:0000269
O00444,Nucleolus,ECO:0000250
O00445,Recycling endosome membrane,ECO:0000250
O00445,Synaptic vesicle membrane,ECO:0000250
O00451,Cell membrane,ECO:0000250
O00453,Membrane,None
O00453,Golgi apparatus membrane,None
O00453,Endomembrane system,None
O00461,Endosome membrane,None
O00461,Membrane,ECO:0000305
O00461,Golgi stack membrane,None
O00462,Lysosome,ECO:0000305
O00463,Cytoplasm,ECO:0000305
O00463,Cytosol,ECO:0000269
O00468,Extracellular matrix,ECO:0000269
O00468,Synapse,ECO:0000250
O00468,Cell membrane,ECO:0000250
O00469,Rough endoplasmic reticulum membrane,None
O00470,Nucleus,ECO:0000255
O00471,Cytoplasm,ECO:0000269
O00471,Midbody,ECO:0000269
O00472,Nucleus,None
O00476,Endoplasmic reticulum membrane,ECO:0000269
O00476,Cell membrane,ECO:0000269
O00478,Cell membrane,ECO:0000269
O00481,Cell membrane,ECO:0000269
O00482,Nucleus,ECO:0000305
O00483,Mitochondrion inner membrane,ECO:0000269
O00488,Nucleolus,ECO:0000269
O00488,Cytoplasm,ECO:0000250
O00499,Nucleus,ECO:0000269
O00499,Cytoplasm,ECO:0000269
O00499,Endosome,ECO:0000250
O00499,T-tubule,ECO:0000250
O00501,Cell membrane,None
O00501,Tight junction,None
O00505,Nucleus,ECO:0000250
O00505,Cytoplasm,ECO:0000250
O00506,Golgi apparatus,ECO:0000269
O00506,Cytoplasm,ECO:0000269
O00507,Cytoplasm,ECO:0000250
O00512,Nucleus,ECO:0000250
O00519,Endomembrane system,ECO:0000269
O00519,Cytoskeleton,ECO:0000269
O00522,Cell membrane,None
O00522,Cytoskeleton,None
O00522,Cell junction,None
O00526,Cell membrane,ECO:0000305
O00533,Cell membrane,ECO:0000250
O00533,Extracellular matrix,ECO:0000250
O00541,Nucleoplasm,None
O00541,Nucleolus,None
O00541,Chromosome,None
O00548,Apical cell membrane,ECO:0000250
O00548,Adherens junction,ECO:0000250
O00548,Membrane raft,ECO:0000250
O00555,Cell membrane,ECO:0000269
O00559,Golgi apparatus membrane,ECO:0000269
O00560,Endoplasmic reticulum membrane,ECO:0000269
O00560,Cytosol,ECO:0000269
O00560,Adherens junction,ECO:0000269
O00560,Cytoskeleton,ECO:0000269
O00560,Melanosome,ECO:0000269
O00560,Membrane raft,ECO:0000269
O00560,Focal adhesion,ECO:0000269
O00560,Nucleus,ECO:0000269
O00560,Extracellular exosome,ECO:0000269
O00560,Cell membrane,ECO:0000269
O00562,Endoplasmic reticulum membrane,ECO:0000269
O00562,Midbody,ECO:0000269
O00562,Lipid droplet,ECO:0000269
O00562,Cytoplasm,None
O00562,Golgi stack membrane,ECO:0000269
O00562,Cleavage furrow,ECO:0000269
O00566,Nucleolus,ECO:0000269
O00566,Chromosome,ECO:0000269
O00567,Nucleolus,ECO:0000269
O00567,Nucleoplasm,ECO:0000305
O00567,Cytoplasm,ECO:0000250
O00571,Cytoplasm,ECO:0000269
O00571,Centrosome,ECO:0000269
O00571,Stress granule,ECO:0000269
O00571,Inflammasome,ECO:0000250
O00571,Nucleus,ECO:0000269
O00571,Lamellipodium,ECO:0000269
O00571,Cell membrane,ECO:0000269
O00574,Cell membrane,None
O00584,Mitochondrion intermembrane space,ECO:0000269
O00584,Secreted,ECO:0000269
O00584,Endoplasmic reticulum lumen,ECO:0000269
O00584,Lysosome lumen,ECO:0000269
O00585,Secreted,None
O00587,Golgi apparatus membrane,ECO:0000250
O00590,Recycling endosome,None
O00590,Early endosome,None
O00590,Cell membrane,None
O00591,Cell membrane,None
O00591,Postsynaptic cell membrane,None
O00592,Lamellipodium,None
O00592,Membrane raft,ECO:0000250
O00592,Filopodium,None
O00592,Microvillus,ECO:0000250
O00592,Ruffle,None
O00592,Membrane,ECO:0000305
O00592,Apical cell membrane,None
O00602,Secreted,ECO:0000269
O00602,Cell membrane,ECO:0000269
O00622,Secreted,None
O00623,Peroxisome membrane,ECO:0000269
O00625,Nucleus,ECO:0000269
O00625,Cytoplasm,ECO:0000269
O00626,Secreted,None
O00628,Peroxisome matrix,ECO:0000269
O00628,Cytosol,ECO:0000269
O00629,Nucleus,ECO:0000250
O00629,Cytoplasm,ECO:0000250
O00631,Sarcoplasmic reticulum membrane,ECO:0000269
O00631,Endoplasmic reticulum membrane,ECO:0000250
O00635,Cytoplasm,ECO:0000250
O00712,Nucleus,None
O00716,Nucleus,None
O00743,Cytoplasm,ECO:0000269
O00743,Mitochondrion,ECO:0000269
O00744,Extracellular matrix,ECO:0000305
O00744,Secreted,ECO:0000269
O00746,Mitochondrion intermembrane space,ECO:0000269
O00746,Mitochondrion matrix,ECO:0000305
O00748,Endoplasmic reticulum lumen,ECO:0000269
O00750,Cytosol,ECO:0000269
O00750,Microsome,ECO:0000269
O00750,Nucleus,ECO:0000269
O00750,Endoplasmic reticulum,ECO:0000269
O00750,Cell membrane,ECO:0000269
O00754,Lysosome,None
O00755,Extracellular matrix,ECO:0000305
O00755,Secreted,ECO:0000269
O00757,Cell junction,ECO:0000250
O00757,Z line,None
O00757,Nucleus,None
O00757,Cytoplasm,None
O00763,Mitochondrion,ECO:0000269
O00764,Cytosol,ECO:0000269
O00767,Endoplasmic reticulum membrane,ECO:0000269
O14490,Synapse,ECO:0000250
O14490,Cell membrane,ECO:0000250
O14490,Postsynaptic density,ECO:0000250
O14492,Cytoplasm,ECO:0000269
O14492,Cell membrane,ECO:0000269
O14493,Tight junction,ECO:0000250
O14493,Cell membrane,ECO:0000269
O14494,Caveola,ECO:0000250
O14494,Apical cell membrane,ECO:0000269
O14494,Membrane raft,ECO:0000269
O14494,Cell membrane,ECO:0000269
O14495,Basolateral cell membrane,ECO:0000269
O14495,Endoplasmic reticulum membrane,ECO:0000269
O14495,Endoplasmic reticulum-Golgi intermediate compartment membrane,ECO:0000269
O14495,Golgi apparatus membrane,ECO:0000269
O14495,Membrane raft,ECO:0000269
O14495,trans-Golgi network membrane,ECO:0000269
O14495,Cell membrane,ECO:0000269
O14497,Nucleus,ECO:0000269
O14497,Nucleus,ECO:0000255
O14503,Cytoplasm,ECO:0000269
