Entry,localization,annotation_grade
Q9UKS6,membrane,annotations_grade_3
Q9H074,nuclear_membrane,annotations_grade_3
Q9H074,cytoplasmic,annotations_grade_3
Q13153,focal_adhesions,annotations_grade_3
Q13177,focal_adhesions,annotations_grade_3
O96013,cytoplasmic,annotations_grade_3
P09874,nucleolus_gc,annotations_grade_3
P09874,nucleoplasm,annotations_grade_3
Q96RG2,cytoplasmic,annotations_grade_3
Q9HBE1,nucleoplasm,annotations_grade_3
Q9HBE1,cytoplasmic,annotations_grade_3
Q96KB5,nucleoplasm,annotations_grade_3
Q96KB5,cytoplasmic,annotations_grade_3
P12004,nuclear_punctae,annotations_grade_3
P12004,nucleoplasm,annotations_grade_3
Q13442,cytoplasmic,annotations_grade_3
Q14690,nucleolus_gc,annotations_grade_3
O75340,nucleoplasm,annotations_grade_3
O75340,cytoplasmic,annotations_grade_3
Q8WUM4,cytoplasmic,annotations_grade_3
Q9H2J4,cytoplasmic,annotations_grade_3
O15530,cytoplasmic,annotations_grade_3
O00541,nucleolus_gc,annotations_grade_3
P56589,vesicles,annotations_grade_3
O15212,cytoplasmic,annotations_grade_3
O15212,nucleoplasm,annotations_grade_3
P07737,cytoplasmic,annotations_grade_3
P00558,cytoplasmic,annotations_grade_3
P00558,nucleoplasm,annotations_grade_3
O00264,er,annotations_grade_3
O15173,er,annotations_grade_3
O15173,vesicles,annotations_grade_3
Q9H814,nucleoplasm,annotations_grade_3
Q8WUB8,nucleoplasm,annotations_grade_3
O43175,cytoplasmic,annotations_grade_3
O43175,nucleoplasm,annotations_grade_3
P15735,cytoplasmic,annotations_grade_3
Q86UU1,membrane,annotations_grade_3
Q9BTU6,vesicles,annotations_grade_3
P42356,membrane,annotations_grade_3
Q9UBF8,golgi,annotations_grade_3
Q13492,membrane,annotations_grade_3
O00443,cytoplasmic,annotations_grade_3
Q8NEB9,cytoplasmic,annotations_grade_3
P27986,membrane,annotations_grade_3
O00459,membrane,annotations_grade_3
O00459,cytoplasmic,annotations_grade_3
O00459,cell_contact,annotations_grade_3
Q9Y2I7,vesicles,annotations_grade_3
Q9Y237,nucleolus_gc,annotations_grade_3
Q9Y237,cytoplasmic,annotations_grade_3
Q9Y237,nucleoplasm,annotations_grade_3
P48426,cytoplasmic,annotations_grade_3
P78356,membrane,annotations_grade_3
P78356,cytoplasmic,annotations_grade_3
Q8TBX8,membrane,annotations_grade_3
Q86T03,vesicles,annotations_grade_3
Q99755,membrane,annotations_grade_3
O60331,membrane,annotations_grade_3
P14618,cytoplasmic,annotations_grade_3
Q99640,er,annotations_grade_3
Q16512,cytoplasmic,annotations_grade_3
Q16513,cytoplasmic,annotations_grade_3
Q16513,er,annotations_grade_3
P47712,nucleoplasm,annotations_grade_3
P47712,cytoplasmic,annotations_grade_3
O14939,cytoplasmic,annotations_grade_3
P53350,centrosome,annotations_grade_3
O14494,membrane,annotations_grade_3
Q15126,nucleoplasm,annotations_grade_3
Q15126,cytoplasmic,annotations_grade_3
Q96AD5,vesicles,annotations_grade_3
O95602,nucleolus_fc_dfc,annotations_grade_3
Q9H9Y6,nucleolus_fc_dfc,annotations_grade_3
O15160,nucleolus_fc_dfc,annotations_grade_3
P0DPB5,nucleolus_fc_dfc,annotations_grade_3
P0DPB6,nucleolus_fc_dfc,annotations_grade_3
Q9GZS1,nucleolus_fc_dfc,annotations_grade_3
Q3B726,nucleolus_fc_dfc,annotations_grade_3
P24928,nucleoplasm,annotations_grade_3
P30876,nucleoplasm,annotations_grade_3
P30876,nuclear_punctae,annotations_grade_3
P19387,nucleoplasm,annotations_grade_3
O15514,nucleoplasm,annotations_grade_3
P19388,nucleolus_fc_dfc,annotations_grade_3
P61218,nucleoplasm,annotations_grade_3
P61218,nuclear_punctae,annotations_grade_3
P61218,nucleolus_fc_dfc,annotations_grade_3
P62487,nucleoplasm,annotations_grade_3
P52434,nucleolus_fc_dfc,annotations_grade_3
P36954,nucleoplasm,annotations_grade_3
P52435,nucleoplasm,annotations_grade_3
P52435,nuclear_punctae,annotations_grade_3
P53803,nucleolus_fc_dfc,annotations_grade_3
O14802,nuclear_punctae,annotations_grade_3
Q9NW08,nuclear_punctae,annotations_grade_3
Q9BUI4,nucleoplasm,annotations_grade_3
P05423,nuclear_punctae,annotations_grade_3
P05423,nucleoplasm,annotations_grade_3
Q9NVU0,nucleoplasm,annotations_grade_3
Q9NVU0,nuclear_punctae,annotations_grade_3
Q9H1D9,nuclear_punctae,annotations_grade_3
O15318,nuclear_punctae,annotations_grade_3
Q9BT43,nuclear_punctae,annotations_grade_3
Q9Y535,nuclear_punctae,annotations_grade_3
Q9NUX5,nuclear_punctae,annotations_grade_3
O15355,nucleoplasm,annotations_grade_3
P67775,centrosome,annotations_grade_3
P62714,cytoplasmic,annotations_grade_3
P62714,nucleoplasm,annotations_grade_3
P62714,big_aggregates,annotations_grade_3
Q9UPN7,cytoplasmic,annotations_grade_3
Q13131,cytoplasmic,annotations_grade_3
P17612,cytoplasmic,annotations_grade_3
P17612,centrosome,annotations_grade_3
Q05655,cytoplasmic,annotations_grade_3
Q05655,nucleoplasm,annotations_grade_3
P41743,cytoplasmic,annotations_grade_3
P41743,nucleoplasm,annotations_grade_3
Q9BZL6,cytoplasmic,annotations_grade_3
O94806,big_aggregates,annotations_grade_3
O94806,cytoplasmic,annotations_grade_3
P78527,nucleoplasm,annotations_grade_3
Q6P2P2,nucleoplasm,annotations_grade_3
Q9UMS4,chromatin,annotations_grade_3
Q13523,chromatin,annotations_grade_3
Q6P2Q9,chromatin,annotations_grade_3
P25786,nucleoplasm,annotations_grade_3
P25787,nucleoplasm,annotations_grade_3
P25787,cytoplasmic,annotations_grade_3
P25788,nucleoplasm,annotations_grade_3
P25788,cytoplasmic,annotations_grade_3
P25789,nucleoplasm,annotations_grade_3
P25789,cytoplasmic,annotations_grade_3
P28066,nucleoplasm,annotations_grade_3
P60900,cytoplasmic,annotations_grade_3
P20618,nucleoplasm,annotations_grade_3
P20618,cytoplasmic,annotations_grade_3
P49721,nucleoplasm,annotations_grade_3
P49721,cytoplasmic,annotations_grade_3
P49720,nucleoplasm,annotations_grade_3
P49720,cytoplasmic,annotations_grade_3
P28070,nucleoplasm,annotations_grade_3
P28074,nucleoplasm,annotations_grade_3
P28074,cytoplasmic,annotations_grade_3
P28072,nucleoplasm,annotations_grade_3
P28072,cytoplasmic,annotations_grade_3
Q99436,nucleoplasm,annotations_grade_3
Q99436,cytoplasmic,annotations_grade_3
P35998,nucleoplasm,annotations_grade_3
P17980,cytoplasmic,annotations_grade_3
P17980,nucleoplasm,annotations_grade_3
Q9P2W1,big_aggregates,annotations_grade_3
P43686,nucleoplasm,annotations_grade_3
P62195,nucleoplasm,annotations_grade_3
P62333,nucleoplasm,annotations_grade_3
Q99460,nucleoplasm,annotations_grade_3
O75832,cytoplasmic,annotations_grade_3
O75832,nucleoplasm,annotations_grade_3
O00231,cytoplasmic,annotations_grade_3
O00231,nucleoplasm,annotations_grade_3
O00232,nucleoplasm,annotations_grade_3
O00232,cytoplasmic,annotations_grade_3
Q9UNM6,nucleoplasm,annotations_grade_3
Q13200,nucleoplasm,annotations_grade_3
O43242,nucleoplasm,annotations_grade_3
O43242,cytoplasmic,annotations_grade_3
P55036,nucleoplasm,annotations_grade_3
P55036,cytoplasmic,annotations_grade_3
Q15008,nucleoplasm,annotations_grade_3
Q15008,cytoplasmic,annotations_grade_3
P51665,nucleoplasm,annotations_grade_3
O00233,cytoplasmic,annotations_grade_3
O00233,nucleoplasm,annotations_grade_3
Q06323,cytoplasmic,annotations_grade_3
Q9UL46,cytoplasmic,annotations_grade_3
P61289,nucleoplasm,annotations_grade_3
Q14997,nucleoplasm,annotations_grade_3
Q92530,nucleoplasm,annotations_grade_3
Q92530,cytoplasmic,annotations_grade_3
O95456,cytoplasmic,annotations_grade_3
O95456,nucleoplasm,annotations_grade_3
Q969U7,nucleoplasm,annotations_grade_3
Q969U7,cytoplasmic,annotations_grade_3
Q9BT73,nucleoplasm,annotations_grade_3
Q9BT73,cytoplasmic,annotations_grade_3
Q5JS54,nucleoplasm,annotations_grade_3
Q5JS54,cytoplasmic,annotations_grade_3
Q8WXF1,nuclear_punctae,annotations_grade_3
P48651,er,annotations_grade_3
Q9BVG9,er,annotations_grade_3
Q15185,nucleoplasm,annotations_grade_3
Q15185,cytoplasmic,annotations_grade_3
Q05397,focal_adhesions,annotations_grade_3
Q05397,cytoplasmic,annotations_grade_3
Q13308,membrane,annotations_grade_3
Q13308,vesicles,annotations_grade_3
P06454,nucleoplasm,annotations_grade_3
P49023,focal_adhesions,annotations_grade_3
P61026,er,annotations_grade_3
P62491,vesicles,annotations_grade_3
P62491,golgi,annotations_grade_3
Q15907,golgi,annotations_grade_3
Q15907,vesicles,annotations_grade_3
P51153,membrane,annotations_grade_3
P51153,cytoplasmic,annotations_grade_3
P61106,vesicles,annotations_grade_3
Q9NP72,vesicles,annotations_grade_3
P62820,golgi,annotations_grade_3
Q9H0U4,golgi,annotations_grade_3
Q9ULC3,membrane,annotations_grade_3
Q9ULC3,cytoplasmic,annotations_grade_3
Q9ULC3,cell_contact,annotations_grade_3
Q969Q5,mitochondria,annotations_grade_3
O14966,vesicles,annotations_grade_3
P61019,golgi,annotations_grade_3
P61019,vesicles,annotations_grade_3
Q8WUD1,golgi,annotations_grade_3
Q8WUD1,vesicles,annotations_grade_3
Q15286,membrane,annotations_grade_3
Q15286,vesicles,annotations_grade_3
O95716,er,annotations_grade_3
O95716,vesicles,annotations_grade_3
Q9H2M9,golgi,annotations_grade_3
Q9H2M9,cytoplasmic,annotations_grade_3
P20338,vesicles,annotations_grade_3
P20338,cytoplasmic,annotations_grade_3
P20339,cytoplasmic,annotations_grade_3
P20339,vesicles,annotations_grade_3
P61020,cytoplasmic,annotations_grade_3
P61020,vesicles,annotations_grade_3
Q9NRW1,golgi,annotations_grade_3
P51149,vesicles,annotations_grade_3
Q92930,er,annotations_grade_3
P51151,vesicles,annotations_grade_3
Q9UI14,vesicles,annotations_grade_3
Q9UI14,golgi,annotations_grade_3
Q15276,vesicles,annotations_grade_3
Q15276,cytoplasmic,annotations_grade_3
Q7Z6M1,cytoplasmic,annotations_grade_3
Q7Z6M1,nucleoplasm,annotations_grade_3
Q9Y3P9,vesicles,annotations_grade_3
Q9Y3P9,cytoplasmic,annotations_grade_3
B7ZAP0,cytoplasmic,annotations_grade_3
Q5R372,cytoplasmic,annotations_grade_3
Q92696,cytoplasmic,annotations_grade_3
P53611,cytoplasmic,annotations_grade_3
P53611,nucleoplasm,annotations_grade_3
P47224,cytoplasmic,annotations_grade_3
P47224,nucleoplasm,annotations_grade_3
Q5HYI8,vesicles,annotations_grade_3
P63000,membrane,annotations_grade_3
P60763,cytoplasmic,annotations_grade_3
P63244,cytoplasmic,annotations_grade_3
O75943,nucleoplasm,annotations_grade_3
O60216,chromatin,annotations_grade_3
P04049,cytoplasmic,annotations_grade_3
Q15311,membrane,annotations_grade_3
Q15311,cytoplasmic,annotations_grade_3
P62826,nuclear_membrane,annotations_grade_3
P62826,nuclear_punctae,annotations_grade_3
P62826,big_aggregates,annotations_grade_3
P43487,cytoplasmic,annotations_grade_3
Q6VN20,nucleoplasm,annotations_grade_3
Q6VN20,cytoplasmic,annotations_grade_3
P49792,nuclear_membrane,annotations_grade_3
P49792,big_aggregates,annotations_grade_3
Q96S59,nucleoplasm,annotations_grade_3
Q9HD47,nucleoplasm,annotations_grade_3
Q9HD47,cytoplasmic,annotations_grade_3
Q09028,nucleoplasm,annotations_grade_3
Q8N0T1,vesicles,annotations_grade_3
Q8N0T1,nucleolus_gc,annotations_grade_3
P98175,chromatin,annotations_grade_3
Q9NTZ6,nucleoplasm,annotations_grade_3
Q8IXT5,chromatin,annotations_grade_3
Q8IXT5,nuclear_punctae,annotations_grade_3
Q96PK6,nucleoplasm,annotations_grade_3
Q96T37,nucleoplasm,annotations_grade_3
Q96T37,chromatin,annotations_grade_3
Q8NDT2,nucleoplasm,annotations_grade_3
Q96I25,chromatin,annotations_grade_3
Q9Y4C8,nucleolus_gc,annotations_grade_3
Q9NW64,chromatin,annotations_grade_3
P49756,chromatin,annotations_grade_3
Q9NW13,nucleolus_gc,annotations_grade_3
P98179,nucleoplasm,annotations_grade_3
P98179,cytoplasmic,annotations_grade_3
Q96EV2,chromatin,annotations_grade_3
P42696,nucleolus_gc,annotations_grade_3
Q9H0Z9,cytoplasmic,annotations_grade_3
Q14498,chromatin,annotations_grade_3
Q9BWF3,nucleoplasm,annotations_grade_3
Q96IZ5,nucleoplasm,annotations_grade_3
Q9BTD8,chromatin,annotations_grade_3
P52756,chromatin,annotations_grade_3
P78332,nucleolus_fc_dfc,annotations_grade_3
P78332,nucleoplasm,annotations_grade_3
Q9Y580,nucleoplasm,annotations_grade_3
Q9Y5S9,chromatin,annotations_grade_3
P38159,nucleoplasm,annotations_grade_3
Q9H1K0,big_aggregates,annotations_grade_3
Q9BRK0,er,annotations_grade_3
Q6NUK4,er,annotations_grade_3
Q9H6H4,er,annotations_grade_3
Q00765,er,annotations_grade_3
Q96HR9,er,annotations_grade_3
Q04206,cytoplasmic,annotations_grade_3
O15258,golgi,annotations_grade_3
O15258,vesicles,annotations_grade_3
Q15382,cytoplasmic,annotations_grade_3
Q15382,nucleoplasm,annotations_grade_3
P61586,cytoplasmic,annotations_grade_3
P62745,vesicles,annotations_grade_3
P62745,membrane,annotations_grade_3
P08134,cytoplasmic,annotations_grade_3
P84095,membrane,annotations_grade_3
Q6R327,cytoplasmic,annotations_grade_3
Q06587,chromatin,annotations_grade_3
Q06587,nuclear_punctae,annotations_grade_3
Q9BRS2,cytoplasmic,annotations_grade_3
Q9BVS4,cytoplasmic,annotations_grade_3
O14730,cytoplasmic,annotations_grade_3
O75792,nucleoplasm,annotations_grade_3
P61587,cytoplasmic,annotations_grade_3
O75150,nucleoplasm,annotations_grade_3
Q13464,cytoplasmic,annotations_grade_3
Q13464,membrane,annotations_grade_3
Q8IXW5,cytoplasmic,annotations_grade_3
P62906,cytoplasmic,annotations_grade_3
P62913,nucleolus_gc,annotations_grade_3
P62913,cytoplasmic,annotations_grade_3
P26373,cytoplasmic,annotations_grade_3
P84098,cytoplasmic,annotations_grade_3
P61353,cytoplasmic,annotations_grade_3
P42766,cytoplasmic,annotations_grade_3
P36578,cytoplasmic,annotations_grade_3
P46777,nucleolus_gc,annotations_grade_3
P46777,cytoplasmic,annotations_grade_3
P04843,er,annotations_grade_3
P04844,er,annotations_grade_3
P78346,nucleolus_gc,annotations_grade_3
P62280,cytoplasmic,annotations_grade_3
P62263,cytoplasmic,annotations_grade_3
P62249,cytoplasmic,annotations_grade_3
P62269,cytoplasmic,annotations_grade_3
Q15418,cytoplasmic,annotations_grade_3
P51812,cytoplasmic,annotations_grade_3
P51812,nucleoplasm,annotations_grade_3
O75676,nucleoplasm,annotations_grade_3
P23443,cytoplasmic,annotations_grade_3
P23443,nucleoplasm,annotations_grade_3
P56182,nucleolus_gc,annotations_grade_3
Q96EU6,nucleolus_gc,annotations_grade_3
O76021,nucleolus_gc,annotations_grade_3
Q9Y3I0,cytoplasmic,annotations_grade_3
Q9Y3I0,nucleoplasm,annotations_grade_3
Q9NQC3,er,annotations_grade_3
Q9Y265,cytoplasmic,annotations_grade_3
Q9Y265,nucleoplasm,annotations_grade_3
Q9Y230,cytoplasmic,annotations_grade_3
Q9Y230,nucleoplasm,annotations_grade_3
P60903,cytoplasmic,annotations_grade_3
Q9NTJ5,er,annotations_grade_3
Q9NTJ5,golgi,annotations_grade_3
Q9UBE0,nucleoplasm,annotations_grade_3
Q9NR31,golgi,annotations_grade_3
Q9Y6B6,golgi,annotations_grade_3
P49591,cytoplasmic,annotations_grade_3
Q9Y3A5,nucleoplasm,annotations_grade_3
Q9Y3A5,cytoplasmic,annotations_grade_3
O75845,vesicles,annotations_grade_3
O15126,golgi,annotations_grade_3
O15126,vesicles,annotations_grade_3
O15127,golgi,annotations_grade_3
O15127,vesicles,annotations_grade_3
Q969E2,vesicles,annotations_grade_3
Q969E2,membrane,annotations_grade_3
O00767,vesicles,annotations_grade_3
Q86SK9,er,annotations_grade_3
Q8WVM8,er,annotations_grade_3
Q8WVM8,golgi,annotations_grade_3
Q96KG9,cytoplasmic,annotations_grade_3
Q6P3W7,vesicles,annotations_grade_3
P55735,vesicles,annotations_grade_3
P55735,golgi,annotations_grade_3
Q92503,cell_contact,annotations_grade_3
Q92503,membrane,annotations_grade_3
O15027,vesicles,annotations_grade_3
O75396,vesicles,annotations_grade_3
Q15436,vesicles,annotations_grade_3
Q15437,vesicles,annotations_grade_3
P53992,vesicles,annotations_grade_3
O94855,vesicles,annotations_grade_3
O94979,vesicles,annotations_grade_3
P60468,er,annotations_grade_3
P60896,nucleoplasm,annotations_grade_3
P60896,nuclear_punctae,annotations_grade_3
Q6ZVN7,nucleoplasm,annotations_grade_3
Q6ZVN7,nuclear_punctae,annotations_grade_3
Q9NVA2,cytoskeleton,annotations_grade_3
Q15019,cytoskeleton,annotations_grade_3
Q99719,membrane,annotations_grade_3
Q16181,membrane,annotations_grade_3
Q92599,cytoskeleton,annotations_grade_3
Q92599,cytoplasmic,annotations_grade_3
Q9UHD8,membrane,annotations_grade_3
Q9UHD8,cytoskeleton,annotations_grade_3
Q15459,chromatin,annotations_grade_3
Q15428,chromatin,annotations_grade_3
Q15428,nuclear_punctae,annotations_grade_3
Q12874,chromatin,annotations_grade_3
O75533,chromatin,annotations_grade_3
Q13435,chromatin,annotations_grade_3
Q15393,chromatin,annotations_grade_3
Q15427,nucleoplasm,annotations_grade_3
Q15427,chromatin,annotations_grade_3
Q9BWJ5,chromatin,annotations_grade_3
Q9Y3B4,chromatin,annotations_grade_3
P23246,nuclear_punctae,annotations_grade_3
O95470,er,annotations_grade_3
Q99961,membrane,annotations_grade_3
Q99961,cytoplasmic,annotations_grade_3
Q9Y371,cytoplasmic,annotations_grade_3
Q9NR46,cytoplasmic,annotations_grade_3
P49281,vesicles,annotations_grade_3
Q8N697,vesicles,annotations_grade_3
P53985,membrane,annotations_grade_3
P53985,vesicles,annotations_grade_3
Q8TF71,vesicles,annotations_grade_3
Q8TF71,membrane,annotations_grade_3
P36021,membrane,annotations_grade_3
P36021,vesicles,annotations_grade_3
Q6NT16,vesicles,annotations_grade_3
P41440,membrane,annotations_grade_3
P41440,vesicles,annotations_grade_3
P43003,membrane,annotations_grade_3
P43003,vesicles,annotations_grade_3
Q15758,membrane,annotations_grade_3
Q15758,vesicles,annotations_grade_3
Q9UGH3,membrane,annotations_grade_3
Q9UGH3,vesicles,annotations_grade_3
O43808,vesicles,annotations_grade_3
Q9BXS9,membrane,annotations_grade_3
Q9BXS9,vesicles,annotations_grade_3
Q6P1M0,er,annotations_grade_3
P11166,vesicles,annotations_grade_3
Q9NY64,vesicles,annotations_grade_3
Q8TAD4,golgi,annotations_grade_3
O15431,vesicles,annotations_grade_3
O00400,er,annotations_grade_3
O00400,vesicles,annotations_grade_3
P78383,golgi,annotations_grade_3
P78383,vesicles,annotations_grade_3
Q969S0,vesicles,annotations_grade_3
Q969S0,golgi,annotations_grade_3
Q96K37,golgi,annotations_grade_3
Q8IXU6,vesicles,annotations_grade_3
Q8NCC5,vesicles,annotations_grade_3
O43826,golgi,annotations_grade_3
Q8IWA5,membrane,annotations_grade_3
Q96NT5,membrane,annotations_grade_3
Q96NT5,vesicles,annotations_grade_3
P04920,membrane,annotations_grade_3
Q9Y289,membrane,annotations_grade_3
Q9Y289,vesicles,annotations_grade_3
Q9H2J7,vesicles,annotations_grade_3
P30825,vesicles,annotations_grade_3
Q01650,membrane,annotations_grade_3
Q01650,vesicles,annotations_grade_3
Q92536,membrane,annotations_grade_3
Q92536,vesicles,annotations_grade_3
O14745,vesicles,annotations_grade_3
Q15599,vesicles,annotations_grade_3
Q9H2G2,cytoplasmic,annotations_grade_3
P28370,nucleoplasm,annotations_grade_3
P51531,nucleoplasm,annotations_grade_3
P51531,chromatin,annotations_grade_3
P51532,nucleoplasm,annotations_grade_3
O60264,chromatin,annotations_grade_3
Q9H4L7,nucleoplasm,annotations_grade_3
Q9NZC9,nucleoplasm,annotations_grade_3
Q12824,nucleoplasm,annotations_grade_3
Q92922,nucleoplasm,annotations_grade_3
Q8TAQ2,nucleoplasm,annotations_grade_3
Q96GM5,nucleoplasm,annotations_grade_3
Q92925,nucleoplasm,annotations_grade_3
Q969G3,nucleoplasm,annotations_grade_3
Q14683,nucleoplasm,annotations_grade_3
Q14683,chromatin,annotations_grade_3
Q16637,cytoplasmic,annotations_grade_3
Q96H20,cytoplasmic,annotations_grade_3
Q96H20,nucleoplasm,annotations_grade_3
Q96DI7,chromatin,annotations_grade_3
P09012,chromatin,annotations_grade_3
P09012,nuclear_punctae,annotations_grade_3
P14678,chromatin,annotations_grade_3
P14678,nucleoplasm,annotations_grade_3
P14678,nuclear_punctae,annotations_grade_3
P08579,chromatin,annotations_grade_3
P09234,nuclear_punctae,annotations_grade_3
P09234,chromatin,annotations_grade_3
P62316,chromatin,annotations_grade_3
P62306,chromatin,annotations_grade_3
P55769,nucleolus_fc_dfc,annotations_grade_3
P55769,nuclear_punctae,annotations_grade_3
O95149,cytoplasmic,annotations_grade_3
O95149,nucleoplasm,annotations_grade_3
Q13596,vesicles,annotations_grade_3
Q9Y5W9,vesicles,annotations_grade_3
Q9UMY4,vesicles,annotations_grade_3
Q15036,cytoplasmic,annotations_grade_3
O60749,vesicles,annotations_grade_3
Q96L92,vesicles,annotations_grade_3
O60493,vesicles,annotations_grade_3
O95219,vesicles,annotations_grade_3
Q9Y5X3,vesicles,annotations_grade_3
Q9UNH6,vesicles,annotations_grade_3
Q9Y5X2,vesicles,annotations_grade_3
Q9Y5X1,cytoplasmic,annotations_grade_3
Q07889,cytoplasmic,annotations_grade_3
Q9UBP0,vesicles,annotations_grade_3
Q9NZD8,vesicles,annotations_grade_3
Q9H2V7,vesicles,annotations_grade_3
Q5T280,nucleolus_gc,annotations_grade_3
O15269,er,annotations_grade_3
O15270,er,annotations_grade_3
Q13501,vesicles,annotations_grade_3
P30626,nucleoplasm,annotations_grade_3
P30626,cytoplasmic,annotations_grade_3
P37108,nucleolus_gc,annotations_grade_3
P37108,nucleoplasm,annotations_grade_3
P09132,cytoplasmic,annotations_grade_3
P61011,er,annotations_grade_3
Q9UHB9,cytoplasmic,annotations_grade_3
O76094,cytoplasmic,annotations_grade_3
P49458,nucleolus_gc,annotations_grade_3
P78362,cytoplasmic,annotations_grade_3
P78362,nucleolus_gc,annotations_grade_3
P08240,er,annotations_grade_3
Q9Y5M8,er,annotations_grade_3
P05455,nucleoplasm,annotations_grade_3
Q08945,chromatin,annotations_grade_3
Q08945,nucleoplasm,annotations_grade_3
Q8WVM7,nucleoplasm,annotations_grade_3
Q8N3U4,chromatin,annotations_grade_3
Q92783,vesicles,annotations_grade_3
O75886,vesicles,annotations_grade_3
Q13586,er,annotations_grade_3
Q9P246,er,annotations_grade_3
P31948,cytoplasmic,annotations_grade_3
P31948,nucleoplasm,annotations_grade_3
Q15831,centrosome,annotations_grade_3
Q9Y6E0,cytoplasmic,annotations_grade_3
O00506,cytoplasmic,annotations_grade_3
O00506,nucleoplasm,annotations_grade_3
Q9P289,cytoplasmic,annotations_grade_3
Q86UX6,nucleoplasm,annotations_grade_3
Q86UX6,cytoplasmic,annotations_grade_3
Q9Y2H1,vesicles,annotations_grade_3
Q9Y2H1,cytoplasmic,annotations_grade_3
Q9Y2H1,nucleoplasm,annotations_grade_3
Q13043,cytoplasmic,annotations_grade_3
Q13033,cytoskeleton,annotations_grade_3
Q13033,cytoplasmic,annotations_grade_3
P46977,er,annotations_grade_3
Q8TCJ2,er,annotations_grade_3
O60499,vesicles,annotations_grade_3
Q86Y82,vesicles,annotations_grade_3
O14662,golgi,annotations_grade_3
O14662,vesicles,annotations_grade_3
Q9P2W9,er,annotations_grade_3
P32856,membrane,annotations_grade_3
P32856,vesicles,annotations_grade_3
Q13277,membrane,annotations_grade_3
Q13277,cytoplasmic,annotations_grade_3
Q13277,vesicles,annotations_grade_3
Q13190,golgi,annotations_grade_3
O43752,vesicles,annotations_grade_3
O15400,vesicles,annotations_grade_3
Q9UNK0,vesicles,annotations_grade_3
Q9Y5B9,chromatin,annotations_grade_3
Q9Y5B9,nuclear_membrane,annotations_grade_3
O00267,nucleoplasm,annotations_grade_3
O95425,membrane,annotations_grade_3
Q96A49,golgi,annotations_grade_3
Q96A49,cytoplasmic,annotations_grade_3
Q6ZMZ3,nuclear_membrane,annotations_grade_3
Q86TM6,er,annotations_grade_3
P21675,nucleoplasm,annotations_grade_3
Q16514,nucleoplasm,annotations_grade_3
Q9H5J8,nucleolus_fc_dfc,annotations_grade_3
Q7L7X3,cytoplasmic,annotations_grade_3
Q9UL54,cytoplasmic,annotations_grade_3
Q13148,nuclear_punctae,annotations_grade_3
Q13148,nucleoplasm,annotations_grade_3
Q17R31,cytoplasmic,annotations_grade_3
Q17R31,nucleoplasm,annotations_grade_3
P20226,nucleoplasm,annotations_grade_3
Q9BQ70,cytoplasmic,annotations_grade_3
Q13428,nucleolus_fc_dfc,annotations_grade_3
Q9NUW8,nucleoplasm,annotations_grade_3
P54274,nuclear_punctae,annotations_grade_3
Q15554,nuclear_punctae,annotations_grade_3
P02786,membrane,annotations_grade_3
P02786,vesicles,annotations_grade_3
Q8WUH2,vesicles,annotations_grade_3
P31483,nucleoplasm,annotations_grade_3
P31483,cytoplasmic,annotations_grade_3
Q13009,cytoplasmic,annotations_grade_3
Q07157,cell_contact,annotations_grade_3
Q9UDY2,cell_contact,annotations_grade_3
Q86UE8,nucleoplasm,annotations_grade_3
Q96EY4,nucleolus_gc,annotations_grade_3
Q9UM00,er,annotations_grade_3
Q9UM00,vesicles,annotations_grade_3
P49755,vesicles,annotations_grade_3
P49755,er,annotations_grade_3
Q15363,vesicles,annotations_grade_3
Q9NUM4,vesicles,annotations_grade_3
Q9BVK8,er,annotations_grade_3
Q8IY95,vesicles,annotations_grade_3
Q9BTX3,er,annotations_grade_3
Q5T3F8,vesicles,annotations_grade_3
Q8NBN3,vesicles,annotations_grade_3
Q8NBN3,golgi,annotations_grade_3
P42166,nucleoplasm,annotations_grade_3
P42167,nucleoplasm,annotations_grade_3
Q92973,nuclear_membrane,annotations_grade_3
Q92973,nucleoplasm,annotations_grade_3
Q92973,cytoplasmic,annotations_grade_3
Q9Y5L0,big_aggregates,annotations_grade_3
Q9Y5L0,nucleoplasm,annotations_grade_3
Q9Y5L0,cytoplasmic,annotations_grade_3
Q9H0E2,vesicles,annotations_grade_3
Q9H0E2,cytoplasmic,annotations_grade_3
Q15388,mitochondria,annotations_grade_3
O94826,mitochondria,annotations_grade_3
P11387,chromatin,annotations_grade_3
P11388,chromatin,annotations_grade_3
P11388,nucleoplasm,annotations_grade_3
Q5JTV8,nuclear_membrane,annotations_grade_3
P12270,nuclear_membrane,annotations_grade_3
P13693,cytoplasmic,annotations_grade_3
Q9Y5R8,golgi,annotations_grade_3
Q9Y5R8,vesicles,annotations_grade_3
Q9Y5R8,cytoplasmic,annotations_grade_3
Q7Z392,golgi,annotations_grade_3
Q7Z392,vesicles,annotations_grade_3
P0DI81,cytoplasmic,annotations_grade_3
O15164,chromatin,annotations_grade_3
Q13263,nucleoplasm,annotations_grade_3
Q9UPN9,nucleoplasm,annotations_grade_3
Q9BQ61,nucleoplasm,annotations_grade_3
Q7Z2T5,nucleolus_gc,annotations_grade_3
Q96QT4,membrane,annotations_grade_3
Q9Y4A5,nucleoplasm,annotations_grade_3
Q99816,cytoplasmic,annotations_grade_3
Q2NL82,nucleolus_gc,annotations_grade_3
Q2NL82,nucleoplasm,annotations_grade_3
